player,date,league_name,team_name,opponent_name,fantasy_points,min,position,goals,assists,shots,shots_on_goal,crosses,fouls_drawn,fouls_committed,tackles_won,interceptions,yellow_cards,red_cards,penalty_kick_miss,clean_sheet,goals_allowed,accurate_passes,shots_assisted,shootout_goals,shootout_misses,game_started,year,month,day,saves,wins,penalty_kick_saved,shootout_saves,points,is_star_of_match
Federico Bernardeschi,2018-10-10,International Friendlies,Italy,Ukraine,21.3,57,M,1,0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0,0,0,0,0,25.0,1.0,0.0,0.0,1,2018,10,10,0.0,0.0,0.0,0.0,6.0,0
Ricardo Rodríguez,2021-03-28,European World Cup Qualifiers,Switzerland,Lithuania,21.3,90,D,0,0,1.0,0.0,13.0,0.0,0.0,3.0,2.0,0,0,0,1,0,60.0,3.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,6.0,0
Robert Lewandowski,2019-11-19,European Championship Qualifiers,Poland,Slovenia,21.24,90,F,1,0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,0,0,0,0,2,27.0,2.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,6.0,1
Juraj Kucka,2019-10-10,European Championship Qualifiers,Slovakia,Wales,21.22,90,M,1,0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,0,0,0,0,1,41.0,0.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,7.0,1
Nikola Vlasic,2020-10-11,UEFA Nations League,Croatia,Sweden,21.22,90,M,1,0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,1,36.0,4.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,7.0,1
Pierre Bengtsson,2019-10-12,European Championship Qualifiers,Sweden,Malta,21.22,90,D,0,1,2.0,1.0,7.0,1.0,1.0,1.0,0.0,0,0,0,1,0,41.0,2.0,0.0,0.0,1,2019,10,12,0.0,0.0,0.0,0.0,9.0,0
Marcus Danielson,2019-10-12,European Championship Qualifiers,Sweden,Malta,21.2,90,D,1,0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,0,0,0,1,0,60.0,0.0,0.0,0.0,1,2019,10,12,0.0,0.0,0.0,0.0,12.0,0
Marek Hamsik,2020-10-14,UEFA Nations League,Slovakia,Israel,21.2,90,M,1,0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,0,0,0,0,3,70.0,2.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,7.0,1
Ryan Fraser,2021-03-31,European World Cup Qualifiers,Scotland,Faroe Islands,21.2,79,M,1,0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0,0,0,1,0,40.0,1.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,8.0,0
Clément Lenglet,2019-09-10,European Championship Qualifiers,France,Andorra,21.14,90,D,1,0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,82.0,0.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,12.0,1
Ivan Perisic,2021-03-30,European World Cup Qualifiers,Croatia,Malta,21.14,36,M,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.0,2.0,0.0,0.0,0,2021,3,30,0.0,0.0,0.0,0.0,9.0,1
Enis Bardhi,2018-11-16,UEFA Nations League,North Macedonia,Liechtenstein,21.12,90,M,1,0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,0,0,0,1,0,76.0,0.0,0.0,0.0,1,2018,11,16,0.0,0.0,0.0,0.0,8.0,1
Andrew Robertson,2021-03-31,European World Cup Qualifiers,Scotland,Faroe Islands,21.1,90,D,0,1,2.0,0.0,9.0,0.0,0.0,1.0,1.0,0,0,0,1,0,65.0,1.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,9.0,0
Enis Bardhi,2021-03-25,European World Cup Qualifiers,North Macedonia,Romania,21.1,90,M,0,1,2.0,0.0,3.0,7.0,1.0,0.0,1.0,0,0,0,0,3,50.0,3.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,5.0,0
Haris Seferovic,2019-10-15,European Championship Qualifiers,Switzerland,Republic of Ireland,21.1,90,F,1,0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,20.0,1.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,6.0,1
Bernardo Silva,2019-10-11,European Championship Qualifiers,Portugal,Luxembourg,21.08,77,M,1,0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0,0,0,1,0,44.0,3.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,8.0,1
José Gayá,2020-11-17,UEFA Nations League,Spain,Germany,21.08,90,D,0,2,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0,0,0,1,0,69.0,2.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,12.0,0
Kylian Mbappé,2018-09-09,UEFA Nations League,France,Netherlands,21.06,90,F,1,0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,28.0,0.0,0.0,0.0,1,2018,9,9,0.0,0.0,0.0,0.0,6.0,1
Enis Bardhi,2020-10-08,European Championship Qualifiers,North Macedonia,Kosovo,21.02,90,M,0,1,3.0,1.0,5.0,2.0,0.0,1.0,0.0,0,0,0,0,1,26.0,4.0,0.0,0.0,1,2020,10,8,0.0,0.0,0.0,0.0,5.0,0
Nikola Vlasic,2019-11-16,European Championship Qualifiers,Croatia,Slovakia,21.02,75,M,1,0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0,0,0,0,1,26.0,3.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,7.0,1
Aaron Ramsey,2018-09-06,UEFA Nations League,Wales,Republic of Ireland,21.0,90,M,1,0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0,0,0,0,1,50.0,3.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,7.0,0
Enis Bardhi,2019-11-16,European Championship Qualifiers,North Macedonia,Austria,20.98,90,M,0,1,2.0,0.0,6.0,3.0,0.0,2.0,2.0,0,0,0,0,2,39.0,2.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,5.0,0
André Silva,2018-10-11,UEFA Nations League,Portugal,Poland,20.94,90,F,1,0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,1,0,0,0,2,22.0,4.0,0.0,0.0,1,2018,10,11,0.0,0.0,0.0,0.0,5.0,0
Ryan Christie,2018-11-17,UEFA Nations League,Scotland,Albania,20.94,90,M,0,2,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0,0,0,1,0,47.0,4.0,0.0,0.0,1,2018,11,17,0.0,0.0,0.0,0.0,9.0,0
Enis Bardhi,2021-03-28,European World Cup Qualifiers,North Macedonia,Liechtenstein,20.92,58,M,1,0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,0,0,0,0,0,81.0,0.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,6.0,0
Timo Werner,2018-11-19,UEFA Nations League,Germany,Netherlands,20.92,63,F,1,0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,21.0,1.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,6.0,0
László Kleinheisler,2018-09-11,UEFA Nations League,Hungary,Greece,20.86,90,M,1,0,4.0,3.0,0.0,1.0,3.0,2.0,1.0,0,0,0,0,1,43.0,1.0,0.0,0.0,1,2018,9,11,0.0,0.0,0.0,0.0,7.0,1
Benjamin Pavard,2019-03-25,European Championship Qualifiers,France,Iceland,20.84,90,D,0,1,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0,0,0,1,0,82.0,2.0,0.0,0.0,1,2019,3,25,0.0,0.0,0.0,0.0,9.0,0
Christoph Baumgartner,2020-10-07,International Friendlies,Austria,Greece,20.82,45,M,1,0,1.0,1.0,5.0,1.0,2.0,2.0,0.0,0,0,0,0,1,16.0,3.0,0.0,0.0,0,2020,10,7,0.0,0.0,0.0,0.0,6.0,1
Artem Dzyuba,2021-03-24,European World Cup Qualifiers,Russia,Malta,20.8,83,F,1,1,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,1,15.0,1.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,9.0,1
Leon Goretzka,2021-03-25,European World Cup Qualifiers,Germany,Iceland,20.8,71,M,1,0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0,0,0,1,0,40.0,0.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,8.0,0
Marcel Sabitzer,2019-10-10,European Championship Qualifiers,Austria,Israel,20.8,90,M,1,0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0,0,0,0,1,45.0,2.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,7.0,0
Harry Kane,2019-10-11,European Championship Qualifiers,England,Czech Republic,20.78,90,F,1,0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,2,14.0,1.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,6.0,0
Quincy Promes,2018-11-19,UEFA Nations League,Netherlands,Germany,20.78,90,F,1,0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0,0,0,0,2,44.0,2.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,6.0,0
Mason Mount,2021-03-25,European World Cup Qualifiers,England,San Marino,20.76,45,M,0,1,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,48.0,8.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,4.0,0
Koke,2021-03-31,European World Cup Qualifiers,Spain,Kosovo,20.72,90,M,0,1,1.0,0.0,5.0,0.0,1.0,3.0,3.0,0,0,0,0,1,111.0,4.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,5.0,0
Nicolò Barella,2020-09-07,UEFA Nations League,Italy,Netherlands,20.72,90,M,1,0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0,0,0,1,0,26.0,2.0,0.0,0.0,1,2020,9,7,0.0,0.0,0.0,0.0,8.0,1
Ruslan Malinovskiy,2020-10-10,UEFA Nations League,Ukraine,Germany,20.66,90,M,1,0,4.0,1.0,1.0,5.0,2.0,0.0,0.0,1,0,0,0,2,23.0,2.0,0.0,0.0,1,2020,10,10,0.0,0.0,0.0,0.0,6.0,0
Giovanni Di Lorenzo,2020-11-11,International Friendlies,Italy,Estonia,20.64,90,D,0,1,2.0,0.0,0.0,2.0,1.0,3.0,3.0,0,0,0,1,0,82.0,2.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,9.0,0
Roland Sallai,2018-09-11,UEFA Nations League,Hungary,Greece,20.62,90,M,1,0,4.0,3.0,1.0,3.0,5.0,1.0,3.0,1,0,0,0,1,21.0,1.0,0.0,0.0,1,2018,9,11,0.0,0.0,0.0,0.0,6.0,0
Fedor Kudryashov,2019-06-08,European Championship Qualifiers,Russia,San Marino,20.56,90,D,1,0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0,0,0,1,0,58.0,4.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,12.0,0
Ondrej Duda,2019-03-21,European Championship Qualifiers,Slovakia,Hungary,20.56,88,M,1,1,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0,0,0,1,0,28.0,2.0,0.0,0.0,1,2019,3,21,0.0,0.0,0.0,0.0,11.0,1
Stefan Posch,2019-10-13,European Championship Qualifiers,Austria,Slovenia,20.56,90,D,1,0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,0,0,0,1,0,33.0,0.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,12.0,1
Leonardo Spinazzola,2019-03-26,European Championship Qualifiers,Italy,Liechtenstein,20.5,90,D,0,1,3.0,0.0,5.0,0.0,0.0,1.0,2.0,0,0,0,1,0,50.0,2.0,0.0,0.0,1,2019,3,26,0.0,0.0,0.0,0.0,9.0,1
Remo Freuler,2019-03-26,European Championship Qualifiers,Switzerland,Denmark,20.5,90,M,1,0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0,0,0,0,3,30.0,2.0,0.0,0.0,1,2019,3,26,0.0,0.0,0.0,0.0,7.0,1
Dejan Kulusevski,2020-11-14,UEFA Nations League,Sweden,Croatia,20.48,74,M,1,0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,19.0,2.0,0.0,0.0,1,2020,11,14,0.0,0.0,0.0,0.0,7.0,0
Kai Havertz,2020-10-07,International Friendlies,Germany,Turkey,20.48,89,M,0,2,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0,0,0,0,2,39.0,3.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,8.0,1
Piotr Zielinski,2019-11-16,European Championship Qualifiers,Poland,Israel,20.48,90,M,0,0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34.0,6.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,2.0,0
Quincy Promes,2019-10-13,European Championship Qualifiers,Netherlands,Belarus,20.48,67,F,0,1,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0,0,0,0,1,49.0,3.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,5.0,0
Robert Lewandowski,2021-03-25,European World Cup Qualifiers,Poland,Hungary,20.46,90,F,1,0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0,0,0,0,3,23.0,1.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,6.0,0
Lorenzo Insigne,2019-11-15,European Championship Qualifiers,Italy,Bosnia and Herzegovina,20.44,86,M,1,0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0,0,0,1,0,37.0,0.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,8.0,0
Efecan Karaca,2020-10-07,International Friendlies,Turkey,Germany,20.42,69,M,1,0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,0,0,0,0,2,11.0,0.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,7.0,0
Giovanni Di Lorenzo,2019-10-15,European Championship Qualifiers,Italy,Liechtenstein,20.42,90,D,0,1,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0,0,0,1,0,66.0,4.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,9.0,0
Glen Kamara,2018-10-15,UEFA Nations League,Finland,Greece,20.4,90,M,1,0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,0,0,0,1,0,45.0,1.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,8.0,1
Cristiano Ronaldo,2021-03-30,European World Cup Qualifiers,Portugal,Luxembourg,20.38,90,F,1,0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,1,19.0,1.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,6.0,1
Luuk de Jong,2021-03-27,European World Cup Qualifiers,Netherlands,Latvia,20.36,79,F,1,0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,18.0,3.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,5.0,0
Leroy Sané,2019-03-24,European Championship Qualifiers,Germany,Netherlands,20.34,90,M,1,0,3.0,2.0,0.0,5.0,1.0,0.0,1.0,0,0,0,0,2,17.0,0.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,7.0,0
Renato Sanches,2020-11-11,International Friendlies,Portugal,Andorra,20.34,63,M,1,0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1,0,57.0,1.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,8.0,0
Eden Hazard,2018-09-11,UEFA Nations League,Belgium,Iceland,20.32,89,M,1,0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0,0,0,1,0,56.0,4.0,0.0,0.0,1,2018,9,11,0.0,0.0,0.0,0.0,8.0,0
Fabian Schär,2018-09-08,UEFA Nations League,Switzerland,Iceland,20.32,90,D,0,2,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1,0,0,1,0,66.0,4.0,0.0,0.0,1,2018,9,8,0.0,0.0,0.0,0.0,11.0,1
Mario Gavranovic,2021-03-31,International Friendlies,Switzerland,Finland,20.32,67,F,1,0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0,0,0,0,2,16.0,3.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,6.0,0
Ryan Fraser,2020-10-14,UEFA Nations League,Scotland,Czech Republic,20.32,70,M,1,0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0,0,0,1,0,11.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,8.0,1
Viktor Claesson,2019-03-23,European Championship Qualifiers,Sweden,Romania,20.32,90,M,1,0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,0,0,0,0,1,36.0,0.0,0.0,0.0,1,2019,3,23,0.0,0.0,0.0,0.0,7.0,1
Donyell Malen,2021-03-30,European World Cup Qualifiers,Netherlands,Gibraltar,20.3,36,F,1,0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,10.0,1.0,0.0,0.0,0,2021,3,30,0.0,0.0,0.0,0.0,5.0,0
Roland Sallai,2019-10-13,European Championship Qualifiers,Hungary,Azerbaijan,20.3,90,M,0,0,7.0,2.0,5.0,4.0,2.0,1.0,4.0,0,0,0,1,0,40.0,1.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,3.0,0
Andrej Kramaric,2019-03-21,European Championship Qualifiers,Croatia,Azerbaijan,20.28,90,F,1,0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,1,44.0,1.0,0.0,0.0,1,2019,3,21,0.0,0.0,0.0,0.0,6.0,0
Gareth Bale,2019-09-06,European Championship Qualifiers,Wales,Azerbaijan,20.28,90,F,1,0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0,0,0,0,1,34.0,2.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,6.0,1
Niklas Süle,2018-11-15,International Friendlies,Germany,Russia,20.24,90,D,1,0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0,0,0,1,0,112.0,0.0,0.0,0.0,1,2018,11,15,0.0,0.0,0.0,0.0,12.0,1
Olivier Giroud,2019-11-14,European Championship Qualifiers,France,Moldova,20.24,90,F,1,0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,1,12.0,2.0,0.0,0.0,1,2019,11,14,0.0,0.0,0.0,0.0,6.0,0
Valentino Lazaro,2019-10-13,European Championship Qualifiers,Austria,Slovenia,20.24,88,M,0,1,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0,0,0,1,0,37.0,6.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,6.0,0
Irfan Kahveci,2019-06-02,International Friendlies,Turkey,Uzbekistan,20.22,89,M,0,1,4.0,2.0,8.0,0.0,3.0,1.0,0.0,0,0,1,1,0,56.0,2.0,0.0,0.0,1,2019,6,2,0.0,0.0,0.0,0.0,4.0,0
Ricardo Rodríguez,2018-11-18,UEFA Nations League,Switzerland,Belgium,20.22,90,D,1,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,2,66.0,2.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,7.0,0
Raphael Guerreiro,2019-03-22,European Championship Qualifiers,Portugal,Ukraine,20.18,90,D,0,0,1.0,0.0,8.0,1.0,0.0,3.0,1.0,0,0,0,1,0,54.0,5.0,0.0,0.0,1,2019,3,22,0.0,0.0,0.0,0.0,6.0,0
Harry Kane,2021-03-31,European World Cup Qualifiers,England,Poland,20.16,89,F,1,0,2.0,2.0,1.0,5.0,2.0,1.0,0.0,0,0,0,0,1,23.0,0.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,6.0,0
Nélson Semedo,2020-11-11,International Friendlies,Portugal,Andorra,20.16,90,D,0,1,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0,0,0,1,0,63.0,2.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,9.0,1
Patrik Schick,2018-09-06,UEFA Nations League,Czech Republic,Ukraine,20.16,83,F,1,0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,1,8.0,0.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,6.0,0
Lukas Klostermann,2019-11-16,European Championship Qualifiers,Germany,Belarus,20.14,90,D,0,0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,0,0,0,1,0,77.0,6.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,6.0,0
Romelu Lukaku,2020-10-11,UEFA Nations League,Belgium,England,20.14,90,F,1,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,2,22.0,3.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,6.0,0
Ruslan Malinovskiy,2019-06-07,European Championship Qualifiers,Ukraine,Serbia,20.14,90,M,0,2,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0,0,0,1,0,47.0,4.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,9.0,0
Darko Velkovski,2020-10-08,European Championship Qualifiers,North Macedonia,Kosovo,20.12,90,D,1,0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,0,0,0,0,1,31.0,1.0,0.0,0.0,1,2020,10,8,0.0,0.0,0.0,0.0,8.0,1
Romelu Lukaku,2019-11-16,European Championship Qualifiers,Belgium,Russia,20.12,77,F,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.0,1.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,9.0,0
Boban Nikolov,2019-11-19,European Championship Qualifiers,North Macedonia,Israel,20.08,90,M,1,0,4.0,2.0,0.0,1.0,2.0,3.0,4.0,1,0,0,1,0,29.0,0.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,7.0,1
Nicolò Barella,2019-06-08,European Championship Qualifiers,Italy,Greece,20.08,90,M,1,0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0,0,0,1,0,29.0,1.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,8.0,0
Rodrigo,2020-11-17,UEFA Nations League,Spain,Germany,20.06,90,M,1,0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,103.0,1.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,8.0,0
Joakim Maehle,2021-03-31,European World Cup Qualifiers,Denmark,Austria,20.06,90,D,1,0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0,0,0,1,0,43.0,0.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,12.0,1
Hakan Calhanoglu,2018-09-07,UEFA Nations League,Turkey,Russia,20.0,90,M,0,0,5.0,4.0,9.0,3.0,2.0,0.0,0.0,0,0,0,0,2,35.0,2.0,0.0,0.0,1,2018,9,7,0.0,0.0,0.0,0.0,2.0,0
Andrew Robertson,2019-06-08,European Championship Qualifiers,Scotland,Cyprus,19.96,90,D,1,0,2.0,1.0,3.0,0.0,2.0,3.0,3.0,0,0,0,0,1,68.0,0.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,8.0,1
Daniel Gazdag,2021-03-31,European World Cup Qualifiers,Hungary,Andorra,19.94,61,D,1,0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0,0,0,0,1,42.0,0.0,0.0,0.0,0,2021,3,31,0.0,0.0,0.0,0.0,8.0,1
Kylian Mbappé,2018-10-11,International Friendlies,France,Iceland,19.94,30,F,1,0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0,12.0,1.0,0.0,0.0,0,2018,10,11,0.0,0.0,0.0,0.0,5.0,1
Fabián Ruiz,2019-06-10,European Championship Qualifiers,Spain,Sweden,19.9,90,M,0,1,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0,0,0,1,0,90.0,5.0,0.0,0.0,1,2019,6,10,0.0,0.0,0.0,0.0,6.0,1
Matthias Ginter,2020-10-10,UEFA Nations League,Germany,Ukraine,19.9,90,D,1,0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,1,0,0,0,1,105.0,1.0,0.0,0.0,1,2020,10,10,0.0,0.0,0.0,0.0,7.0,1
Egzon Bejtulai,2018-11-19,UEFA Nations League,North Macedonia,Gibraltar,19.88,90,D,0,0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0,0,0,1,0,99.0,2.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,6.0,0
Aleksandr Golovin,2018-10-14,UEFA Nations League,Russia,Turkey,19.86,89,M,0,1,2.0,0.0,12.0,1.0,4.0,2.0,1.0,1,0,0,1,0,23.0,3.0,0.0,0.0,1,2018,10,14,0.0,0.0,0.0,0.0,5.0,0
Antoine Griezmann,2020-10-14,UEFA Nations League,France,Croatia,19.84,83,F,1,0,1.0,1.0,7.0,0.0,0.0,2.0,1.0,0,0,0,0,1,22.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,6.0,1
Juraj Kucka,2020-11-12,European Championship Qualifiers,Slovakia,Northern Ireland,19.84,120,M,1,0,2.0,1.0,0.0,4.0,2.0,3.0,0.0,0,0,0,0,1,42.0,0.0,0.0,0.0,1,2020,11,12,0.0,0.0,0.0,0.0,7.0,1
Patrik Schick,2018-11-19,UEFA Nations League,Czech Republic,Slovakia,19.82,82,F,1,0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0,0,0,1,0,16.0,2.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,6.0,1
Raheem Sterling,2019-09-07,European Championship Qualifiers,England,Bulgaria,19.82,71,M,1,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,31.0,1.0,0.0,0.0,1,2019,9,7,0.0,0.0,0.0,0.0,11.0,0
Teemu Pukki,2020-11-15,UEFA Nations League,Finland,Bulgaria,19.82,89,F,1,0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0,0,0,0,1,16.0,1.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,6.0,0
Nathan Aké,2019-11-19,European Championship Qualifiers,Netherlands,Estonia,19.8,90,D,1,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,90.0,0.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,12.0,0
Ferran Torres,2021-03-28,European World Cup Qualifiers,Spain,Georgia,19.78,90,M,1,0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0,0,0,0,1,24.0,0.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,7.0,0
Serge Gnabry,2019-03-24,European Championship Qualifiers,Germany,Netherlands,19.78,88,M,1,0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0,0,0,0,2,39.0,1.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,7.0,0
Artem Dzyuba,2019-06-11,European Championship Qualifiers,Russia,Cyprus,19.74,90,F,0,0,8.0,3.0,0.0,3.0,1.0,1.0,0.0,0,0,0,1,0,12.0,5.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,2.0,0
Nicolò Barella,2019-11-15,European Championship Qualifiers,Italy,Bosnia and Herzegovina,19.74,90,M,0,2,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,1,0,27.0,4.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,9.0,0
