player,date,league_name,team_name,opponent_name,fantasy_points,min,position,goals,assists,shots,shots_on_goal,crosses,fouls_drawn,fouls_committed,tackles_won,interceptions,yellow_cards,red_cards,penalty_kick_miss,clean_sheet,goals_allowed,accurate_passes,shots_assisted,shootout_goals,shootout_misses,game_started,year,month,day,saves,wins,penalty_kick_saved,shootout_saves,points,is_star_of_match
Robert Lewandowski,2018-10-14,UEFA Nations League,Poland,Italy,3.62,90,F,0,0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0,0,0,0,1,11.0,0.0,0.0,0.0,1,2018,10,14,0.0,0.0,0.0,0.0,2.0,0
Roman Zobnin,2018-10-11,UEFA Nations League,Russia,Sweden,3.62,90,M,0,0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1,0,0,1,0,46.0,0.0,0.0,0.0,1,2018,10,11,0.0,0.0,0.0,0.0,2.0,0
Stefan Posch,2019-11-19,European Championship Qualifiers,Austria,Latvia,3.62,90,D,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,71.0,0.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,2.0,1
Vladimir Weiss,2018-09-09,UEFA Nations League,Slovakia,Ukraine,3.62,70,M,0,0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0,0,0,0,0,21.0,0.0,0.0,0.0,1,2018,9,9,0.0,0.0,0.0,0.0,2.0,0
Xaver Schlager,2020-10-11,UEFA Nations League,Austria,Northern Ireland,3.62,90,M,0,0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1,0,0,1,0,31.0,0.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,2.0,0
Yevhenii Makarenko,2020-11-11,International Friendlies,Ukraine,Poland,3.62,90,D,0,0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0,0,0,0,2,56.0,0.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,1.0,0
Boban Nikolov,2021-03-31,European World Cup Qualifiers,North Macedonia,Germany,3.6,59,M,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,10.0,0.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,1.0,0
Djibril Sow,2020-11-11,International Friendlies,Switzerland,Belgium,3.6,90,M,0,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,2,55.0,2.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,2.0,0
Georgi Dzhikiya,2018-10-11,UEFA Nations League,Russia,Sweden,3.6,90,D,0,0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1,0,0,1,0,55.0,0.0,0.0,0.0,1,2018,10,11,0.0,0.0,0.0,0.0,5.0,0
Merih Demiral,2020-09-03,UEFA Nations League,Turkey,Hungary,3.6,90,D,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,55.0,0.0,0.0,0.0,1,2020,9,3,0.0,0.0,0.0,0.0,2.0,0
Mykola Matvyenko,2018-10-10,International Friendlies,Ukraine,Italy,3.6,90,D,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0,1,30.0,0.0,0.0,0.0,1,2018,10,10,0.0,0.0,0.0,0.0,2.0,0
Nélson Semedo,2019-06-05,UEFA Nations League,Portugal,Switzerland,3.6,90,D,0,0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0,0,0,0,1,35.0,0.0,0.0,0.0,1,2019,6,5,0.0,0.0,0.0,0.0,2.0,0
Remo Freuler,2020-10-07,International Friendlies,Switzerland,Croatia,3.6,45,M,0,0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,0,0,0,1,20.0,0.0,0.0,0.0,0,2020,10,7,0.0,0.0,0.0,0.0,1.0,0
Tamas Cseri,2020-09-06,UEFA Nations League,Hungary,Russia,3.6,8,M,0,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,0,10.0,1.0,0.0,0.0,0,2020,9,6,0.0,0.0,0.0,0.0,1.0,0
Xaver Schlager,2020-11-15,UEFA Nations League,Austria,Northern Ireland,3.6,90,M,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,1,45.0,1.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,2.0,0
Aleksey Ionov,2018-10-11,UEFA Nations League,Russia,Sweden,3.58,76,M,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,0,9.0,0.0,0.0,0.0,1,2018,10,11,0.0,0.0,0.0,0.0,3.0,0
Álvaro Morata,2020-11-14,UEFA Nations League,Spain,Switzerland,3.58,34,F,0,0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,9.0,0.0,0.0,0.0,0,2020,11,14,0.0,0.0,0.0,0.0,1.0,0
Gareth Bale,2020-09-03,UEFA Nations League,Wales,Finland,3.58,45,F,0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,9.0,0.0,0.0,0.0,1,2020,9,3,0.0,0.0,0.0,0.0,1.0,0
Jakub Moder,2021-03-25,European World Cup Qualifiers,Poland,Hungary,3.58,59,M,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,2,29.0,1.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,1.0,0
Julian Baumgartlinger,2019-10-13,European Championship Qualifiers,Austria,Slovenia,3.58,90,M,0,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,1,0,54.0,0.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,3.0,0
Kristoffer Olsson,2019-10-12,European Championship Qualifiers,Sweden,Malta,3.58,90,M,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,54.0,1.0,0.0,0.0,1,2019,10,12,0.0,0.0,0.0,0.0,3.0,0
Leonardo Bonucci,2019-11-15,European Championship Qualifiers,Italy,Bosnia and Herzegovina,3.58,90,D,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,79.0,0.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,5.0,0
Lucas Hernández,2020-09-08,UEFA Nations League,France,Croatia,3.58,90,D,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,2,29.0,0.0,0.0,0.0,1,2020,9,8,0.0,0.0,0.0,0.0,1.0,0
Luka Modric,2018-09-11,UEFA Nations League,Croatia,Spain,3.58,90,M,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0,6,29.0,0.0,0.0,0.0,1,2018,9,11,0.0,0.0,0.0,0.0,2.0,0
Michal Krmencik,2019-09-07,European Championship Qualifiers,Czech Republic,Kosovo,3.58,29,F,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,4.0,1.0,0.0,0.0,0,2019,9,7,0.0,0.0,0.0,0.0,1.0,0
Youri Tielemans,2019-06-11,European Championship Qualifiers,Belgium,Scotland,3.58,78,M,0,0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,1,0,54.0,0.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,3.0,0
Benjamin Pavard,2018-10-16,UEFA Nations League,France,Germany,3.56,90,D,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,1,43.0,0.0,0.0,0.0,1,2018,10,16,0.0,0.0,0.0,0.0,2.0,0
Emil Krafth,2020-11-17,UEFA Nations League,Sweden,France,3.56,24,D,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,18.0,1.0,0.0,0.0,0,2020,11,17,0.0,0.0,0.0,0.0,1.0,0
Julian Baumgartlinger,2019-10-10,European Championship Qualifiers,Austria,Israel,3.56,90,M,0,0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,1,0,0,0,1,53.0,1.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,1.0,0
Lorenzo Pellegrini,2021-03-31,European World Cup Qualifiers,Italy,Lithuania,3.56,45,M,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,28.0,3.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,0.0,0
Lubomir Satka,2020-11-12,European Championship Qualifiers,Slovakia,Northern Ireland,3.56,120,D,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,1,78.0,1.0,0.0,0.0,1,2020,11,12,0.0,0.0,0.0,0.0,2.0,0
Mario Fernandes,2020-09-03,UEFA Nations League,Russia,Serbia,3.56,90,D,0,0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0,0,0,0,1,33.0,0.0,0.0,0.0,1,2020,9,3,0.0,0.0,0.0,0.0,2.0,0
Mario Fernandes,2021-03-27,European World Cup Qualifiers,Russia,Slovenia,3.56,90,D,0,0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0,1,33.0,0.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,2.0,0
Matthias Ginter,2018-10-16,UEFA Nations League,Germany,France,3.56,83,D,0,0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,2,53.0,0.0,0.0,0.0,1,2018,10,16,0.0,0.0,0.0,0.0,0.0,0
Robert Bozenik,2020-09-07,UEFA Nations League,Slovakia,Israel,3.56,12,F,0,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,3.0,0.0,0.0,0.0,0,2020,9,7,0.0,0.0,0.0,0.0,1.0,0
Yevhen Konoplyanka,2019-10-11,European Championship Qualifiers,Ukraine,Lithuania,3.56,31,M,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,18.0,1.0,0.0,0.0,0,2019,10,11,0.0,0.0,0.0,0.0,1.0,0
Adrien Rabiot,2021-03-24,European World Cup Qualifiers,France,Ukraine,3.54,90,M,0,0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0,0,0,0,1,67.0,0.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,2.0,0
Antoine Griezmann,2021-03-28,European World Cup Qualifiers,France,Kazakhstan,3.54,59,F,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,42.0,0.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,1.0,0
Çaglar Söyüncü,2021-03-30,European World Cup Qualifiers,Turkey,Latvia,3.54,90,D,0,0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1,0,0,0,3,92.0,1.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,0.0,0
Corentin Tolisso,2020-10-14,UEFA Nations League,France,Croatia,3.54,63,M,0,0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0,0,0,52.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,2.0,0
Fedor Kudryashov,2018-09-07,UEFA Nations League,Russia,Turkey,3.54,82,D,0,0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1,0,0,0,1,17.0,1.0,0.0,0.0,1,2018,9,7,0.0,0.0,0.0,0.0,1.0,0
Kyle Walker,2019-03-25,European Championship Qualifiers,England,Montenegro,3.54,90,D,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,77.0,0.0,0.0,0.0,1,2019,3,25,0.0,0.0,0.0,0.0,2.0,0
Mykola Matvyenko,2019-03-22,European Championship Qualifiers,Ukraine,Portugal,3.54,90,D,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,52.0,0.0,0.0,0.0,1,2019,3,22,0.0,0.0,0.0,0.0,6.0,0
Youri Tielemans,2019-09-09,European Championship Qualifiers,Belgium,Scotland,3.54,86,M,0,0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0,0,0,1,0,52.0,0.0,0.0,0.0,1,2019,9,9,0.0,0.0,0.0,0.0,3.0,0
Ciro Immobile,2018-10-10,International Friendlies,Italy,Ukraine,3.52,33,F,0,0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,2018,10,10,0.0,0.0,0.0,0.0,1.0,0
Daley Blind,2020-11-18,UEFA Nations League,Netherlands,Poland,3.52,84,D,0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,76.0,0.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,2.0,0
Domagoj Vida,2020-09-05,UEFA Nations League,Croatia,Portugal,3.52,90,D,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,4,51.0,0.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,0.0,0
Harry Wilson,2018-11-16,UEFA Nations League,Wales,Denmark,3.52,22,M,0,0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,0,0,1,6.0,0.0,0.0,0.0,0,2018,11,16,0.0,0.0,0.0,0.0,1.0,0
Milan Skriniar,2020-11-15,UEFA Nations League,Slovakia,Scotland,3.52,90,D,0,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1,0,0,1,0,51.0,0.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,5.0,0
Robert Bozenik,2021-03-27,European World Cup Qualifiers,Slovakia,Malta,3.52,45,F,0,0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,2021,3,27,0.0,0.0,0.0,0.0,1.0,0
Rúben Dias,2020-10-11,UEFA Nations League,Portugal,France,3.52,90,D,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,1,0,51.0,0.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,5.0,0
Sauli Väisänen,2019-09-08,European Championship Qualifiers,Finland,Italy,3.52,90,D,0,0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1,0,0,0,2,51.0,1.0,0.0,0.0,1,2019,9,8,0.0,0.0,0.0,0.0,0.0,0
Ádám Nagy,2019-06-08,European Championship Qualifiers,Hungary,Azerbaijan,3.5,90,M,0,0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0,0,1,50.0,0.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,2.0,0
Andreas Christensen,2019-06-10,European Championship Qualifiers,Denmark,Georgia,3.5,90,D,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,75.0,0.0,0.0,0.0,1,2019,6,10,0.0,0.0,0.0,0.0,2.0,0
Boban Nikolov,2020-10-11,UEFA Nations League,North Macedonia,Estonia,3.5,64,M,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,2,40.0,0.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,2.0,0
Georgi Dzhikiya,2018-09-07,UEFA Nations League,Russia,Turkey,3.5,90,D,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0,0,0,0,1,25.0,0.0,0.0,0.0,1,2018,9,7,0.0,0.0,0.0,0.0,2.0,0
Joe Rodon,2019-09-06,European Championship Qualifiers,Wales,Azerbaijan,3.5,90,D,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,75.0,1.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,2.0,0
Lukas Masopust,2021-03-27,European World Cup Qualifiers,Czech Republic,Belgium,3.5,29,M,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.0,0.0,0.0,0.0,0,2021,3,27,0.0,0.0,0.0,0.0,1.0,0
Marcus Berg,2020-11-17,UEFA Nations League,Sweden,France,3.5,86,F,0,0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0,0,0,0,3,15.0,0.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,2.0,0
Neco Williams,2020-10-08,International Friendlies,Wales,England,3.5,51,D,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,2,15.0,1.0,0.0,0.0,0,2020,10,8,0.0,0.0,0.0,0.0,0.0,0
Ondrej Celustka,2021-03-27,European World Cup Qualifiers,Czech Republic,Belgium,3.5,90,D,0,0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0,0,0,0,1,25.0,0.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,2.0,0
Serhiy Sydorchuk,2021-03-31,European World Cup Qualifiers,Ukraine,Kazakhstan,3.5,67,M,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,50.0,0.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,2.0,0
Yusuf Yazici,2020-11-18,UEFA Nations League,Turkey,Hungary,3.5,35,M,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,2,5.0,0.0,0.0,0.0,0,2020,11,18,0.0,0.0,0.0,0.0,1.0,0
Rafa,2021-03-24,European World Cup Qualifiers,Portugal,Azerbaijan,3.48,27,F,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,14.0,1.0,0.0,0.0,0,2021,3,24,0.0,0.0,0.0,0.0,1.0,0
Ádám Nagy,2020-09-03,UEFA Nations League,Hungary,Turkey,3.48,90,M,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,0,49.0,0.0,0.0,0.0,1,2020,9,3,0.0,0.0,0.0,0.0,3.0,0
Ante Rebic,2018-10-15,International Friendlies,Croatia,Jordan,3.48,64,F,0,0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0,0,0,0,0,9.0,0.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,2.0,0
David Brooks,2020-10-11,UEFA Nations League,Wales,Republic of Ireland,3.48,13,M,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,2020,10,11,0.0,0.0,0.0,0.0,1.0,0
Dejan Lovren,2019-10-10,European Championship Qualifiers,Croatia,Hungary,3.48,90,D,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,49.0,0.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,6.0,0
Grzegorz Krychowiak,2020-10-11,UEFA Nations League,Poland,Italy,3.48,90,M,0,0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,0,0,0,1,0,24.0,1.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,3.0,0
Jens Stryger Larsen,2019-11-18,European Championship Qualifiers,Denmark,Republic of Ireland,3.48,90,D,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,1,39.0,0.0,0.0,0.0,1,2019,11,18,0.0,0.0,0.0,0.0,2.0,0
Jéremy Doku,2020-10-14,UEFA Nations League,Belgium,Iceland,3.48,68,F,0,0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0,0,0,0,1,34.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,2.0,0
Kamil Glik,2018-10-11,UEFA Nations League,Poland,Portugal,3.48,90,D,0,0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,3,49.0,0.0,0.0,0.0,1,2018,10,11,0.0,0.0,0.0,0.0,1.0,0
Matthias Ginter,2019-09-06,European Championship Qualifiers,Germany,Netherlands,3.48,84,D,0,0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0,3,29.0,0.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,1.0,0
Moussa Sissoko,2020-11-17,UEFA Nations League,France,Sweden,3.48,90,M,0,0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0,0,0,0,2,34.0,1.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,2.0,0
Okay Yokuslu,2020-10-07,International Friendlies,Turkey,Germany,3.48,63,M,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0,0,0,0,2,24.0,0.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,2.0,0
Ondrej Kudela,2021-03-27,European World Cup Qualifiers,Czech Republic,Belgium,3.48,90,D,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,1,24.0,1.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,2.0,0
Piotr Zielinski,2019-10-13,European Championship Qualifiers,Poland,North Macedonia,3.48,89,M,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,39.0,0.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,3.0,0
Sérgio Oliveira,2021-03-27,European World Cup Qualifiers,Portugal,Serbia,3.48,73,M,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,2,39.0,0.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,2.0,0
Tim Sparv,2018-10-12,UEFA Nations League,Finland,Estonia,3.48,90,M,0,0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1,0,0,1,0,74.0,1.0,0.0,0.0,1,2018,10,12,0.0,0.0,0.0,0.0,2.0,0
Viktor Tsygankov,2018-09-06,UEFA Nations League,Ukraine,Czech Republic,3.48,13,M,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,2018,9,6,0.0,0.0,0.0,0.0,1.0,0
Visar Musliu,2018-10-13,UEFA Nations League,North Macedonia,Liechtenstein,3.48,90,D,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0,0,0,0,1,74.0,0.0,0.0,0.0,1,2018,10,13,0.0,0.0,0.0,0.0,2.0,0
Youri Tielemans,2019-11-16,European Championship Qualifiers,Belgium,Russia,3.48,38,M,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,24.0,0.0,0.0,0.0,0,2019,11,16,0.0,0.0,0.0,0.0,1.0,0
Chris Mepham,2019-11-16,European Championship Qualifiers,Wales,Azerbaijan,3.46,90,D,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,1,0,48.0,0.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,6.0,0
John Stones,2018-10-12,UEFA Nations League,England,Croatia,3.46,90,D,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,73.0,0.0,0.0,0.0,1,2018,10,12,0.0,0.0,0.0,0.0,5.0,0
Juraj Kucka,2020-09-07,UEFA Nations League,Slovakia,Israel,3.46,90,M,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,23.0,1.0,0.0,0.0,1,2020,9,7,0.0,0.0,0.0,0.0,2.0,0
Kevin Varga,2020-10-14,UEFA Nations League,Hungary,Russia,3.46,29,D,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0,2.0,0.0,0.0,0,2020,10,14,0.0,0.0,0.0,0.0,1.0,0
Ozan Tufan,2019-10-11,European Championship Qualifiers,Turkey,Albania,3.46,80,M,0,0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1,0,0,1,0,38.0,0.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,2.0,0
Paulus Arajuuri,2019-03-26,European Championship Qualifiers,Finland,Armenia,3.46,90,D,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,48.0,0.0,0.0,0.0,1,2019,3,26,0.0,0.0,0.0,0.0,6.0,0
Raheem Sterling,2019-10-11,European Championship Qualifiers,England,Czech Republic,3.46,90,M,0,0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1,0,0,0,2,23.0,1.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,1.0,0
Stefan Ilsanker,2018-09-06,International Friendlies,Austria,Sweden,3.46,90,M,0,0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0,0,0,1,0,48.0,0.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,3.0,0
Daniel O'Shaughnessy,2020-11-18,UEFA Nations League,Finland,Wales,3.44,61,D,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2,37.0,0.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,1.0,0
Jens Stryger Larsen,2019-03-26,European Championship Qualifiers,Denmark,Switzerland,3.44,90,D,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,3,37.0,1.0,0.0,0.0,1,2019,3,26,0.0,0.0,0.0,0.0,1.0,0
Kire Ristevski,2019-09-05,European Championship Qualifiers,North Macedonia,Israel,3.44,90,D,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0,0,0,0,1,22.0,0.0,0.0,0.0,1,2019,9,5,0.0,0.0,0.0,0.0,2.0,0
Milan Badelj,2018-10-15,International Friendlies,Croatia,Jordan,3.44,45,M,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,47.0,2.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,1.0,0
Marlos,2018-10-10,International Friendlies,Ukraine,Italy,3.42,45,M,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21.0,0.0,0.0,0.0,1,2018,10,10,0.0,0.0,0.0,0.0,1.0,0
Aleksandar Trajkovski,2020-09-08,UEFA Nations League,North Macedonia,Georgia,3.42,59,F,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,1,21.0,0.0,0.0,0.0,1,2020,9,8,0.0,0.0,0.0,0.0,1.0,0
Attila Szalai,2020-10-08,European Championship Qualifiers,Hungary,Bulgaria,3.42,90,D,0,0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,0,0,0,0,1,61.0,0.0,0.0,0.0,1,2020,10,8,0.0,0.0,0.0,0.0,2.0,0
Denis Zakaria,2019-09-05,European Championship Qualifiers,Switzerland,Republic of Ireland,3.42,90,M,0,0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,0,1,26.0,1.0,0.0,0.0,1,2019,9,5,0.0,0.0,0.0,0.0,2.0,0
Gareth Bale,2019-09-09,International Friendlies,Wales,Belarus,3.42,40,F,0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16.0,0.0,0.0,0.0,0,2019,9,9,0.0,0.0,0.0,0.0,1.0,0
Glen Kamara,2018-11-18,UEFA Nations League,Finland,Hungary,3.42,90,M,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,2,46.0,0.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,2.0,0
Mykola Shaparenko,2021-03-24,European World Cup Qualifiers,Ukraine,France,3.42,86,M,0,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0,0,1,46.0,0.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,2.0,0
Niklas Süle,2020-11-14,UEFA Nations League,Germany,Ukraine,3.42,90,D,0,0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,1,96.0,0.0,0.0,0.0,1,2020,11,14,0.0,0.0,0.0,0.0,2.0,0
Adama Traoré,2020-10-07,International Friendlies,Spain,Portugal,3.4,28,M,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,10.0,1.0,0.0,0.0,0,2020,10,7,0.0,0.0,0.0,0.0,1.0,0
